"Path"	"Type"	"Extent"	"OffsetHex"	"Size"
"ADV\PLAYER\NWV_BTL.CCS"	"file"	"16359"	"0x1FF3800"	"540716"
"ADV\PLAYER\ORW_BTL.CCS"	"file"	"16624"	"0x2078000"	"427836"
"ADV\PLAYER\ROW_BTL.CCS"	"file"	"16833"	"0x20E0800"	"186838"
"ADV\PLAYER\SAI_BTL.CCS"	"file"	"16925"	"0x210E800"	"345786"
"ADV\PLAYER\SAI_NRM.CCS"	"file"	"17094"	"0x2163000"	"83108"
"ADV\PLAYER\SIW_BTL.CCS"	"file"	"17135"	"0x2177800"	"174162"
"ADV\PLAYER\SKL_KKW.CCS"	"file"	"17221"	"0x21A2800"	"51575"
"ADV\PLAYER\SKL_SKW.CCS"	"file"	"17247"	"0x21AF800"	"48108"
"ADV\PLAYER\SKW_BTL.CCS"	"file"	"17271"	"0x21BB800"	"257211"
"ADV\PLAYER\SKW_NRM.CCS"	"file"	"17397"	"0x21FA800"	"125928"
"ADV\PLAYER\SN0_BTL.CCS"	"file"	"17459"	"0x2219800"	"59122"
"ADV\PLAYER\SN1_BTL.CCS"	"file"	"17488"	"0x2228000"	"121989"
"ADV\PLAYER\SN2_BTL.CCS"	"file"	"17548"	"0x2246000"	"91366"
"ADV\PLAYER\SN3_BTL.CCS"	"file"	"17593"	"0x225C800"	"70148"
"ADV\PLAYER\SN4_BTL.CCS"	"file"	"17628"	"0x226E000"	"68846"
"ADV\PLAYER\SN5_BTL.CCS"	"file"	"17662"	"0x227F000"	"87361"
"ADV\PLAYER\SN6_BTL.CCS"	"file"	"17705"	"0x2294800"	"132552"
"ADV\PLAYER\SN7_BTL.CCS"	"file"	"17770"	"0x22B5000"	"55145"
"ADV\PLAYER\SSW_BTL.CCS"	"file"	"17797"	"0x22C2800"	"596828"
"ADV\PLAYER\SSW_NRM.CCS"	"file"	"18089"	"0x2354800"	"77414"
"ADV\PLAYER\TEW_BTL.CCS"	"file"	"18127"	"0x2367800"	"284045"
"ADV\PLAYER\TI0_BTL.CCS"	"file"	"18266"	"0x23AD000"	"90418"
"ADV\PLAYER\TI1_BTL.CCS"	"file"	"18311"	"0x23C3800"	"90585"
"ADV\PLAYER\TI2_BTL.CCS"	"file"	"18356"	"0x23DA000"	"91335"
"ADV\PLAYER\TI3_BTL.CCS"	"file"	"18401"	"0x23F0800"	"74927"
"ADV\PLAYER\TI4_BTL.CCS"	"file"	"18438"	"0x2403000"	"46571"
"ADV\PLAYER\TI5_BTL.CCS"	"file"	"18461"	"0x240E800"	"109565"
"ADV\PLAYER\TI6_BTL.CCS"	"file"	"18515"	"0x2429800"	"64625"
"ADV\PLAYER\TI7_BTL.CCS"	"file"	"18547"	"0x2439800"	"59096"
"ADV\PLAYER\TI8_BTL.CCS"	"file"	"18576"	"0x2448000"	"57678"
"ADV\PLAYER\TI9_BTL.CCS"	"file"	"18605"	"0x2456800"	"55182"
"ADV\PLAYER\TNW_BTL.CCS"	"file"	"18632"	"0x2464000"	"309355"
"ADV\PLAYER\TYW_BTL.CCS"	"file"	"18784"	"0x24B0000"	"275090"
"ADV\SKILL"	"dir"	"41"	"0x14800"	"2048"
"ADV\SKILL\N_SKL_KKW.CCS"	"file"	"18919"	"0x24F3800"	"159759"
"ADV\SKILL\N_SKL_NEW.CCS"	"file"	"18998"	"0x251B000"	"31954"
"ADV\SKILL\N_SKL_NRW.CCS"	"file"	"19014"	"0x2523000"	"12225"
"ADV\SKILL\N_SKL_SAI.CCS"	"file"	"19020"	"0x2526000"	"19844"
"ADV\SKILL\N_SKL_SKW.CCS"	"file"	"19030"	"0x252B000"	"13922"
"ADV\SKILL\N_SKL_SSW.CCS"	"file"	"19037"	"0x252E800"	"33601"
"ADV\SKILL\SKL_KKW.CCS"	"file"	"19054"	"0x2537000"	"103321"
"ADV\SKILL\SKL_NRW.CCS"	"file"	"19105"	"0x2550800"	"157970"
"ADV\SKILL\SKL_NRW1.CCS"	"file"	"19183"	"0x2577800"	"13587"
"ADV\SKILL\SKL_SAI.CCS"	"file"	"19190"	"0x257B000"	"57929"
"ADV\SKILL\SKL_SKW.CCS"	"file"	"19219"	"0x2589800"	"49071"
"ADV\SKILL\SKL_SSW0.CCS"	"file"	"19243"	"0x2595800"	"59749"
"ADV\SKILL\SKL_SSW1.CCS"	"file"	"19273"	"0x25A4800"	"10034"
"ADV\STAGE"	"dir"	"42"	"0x15000"	"4096"
"ADV\STAGE\B000.CCS"	"file"	"19278"	"0x25A7000"	"195236"
"ADV\STAGE\E000.CCS"	"file"	"19374"	"0x25D7000"	"329819"
"ADV\STAGE\E100.CCS"	"file"	"19536"	"0x2628000"	"361056"
"ADV\STAGE\E200.CCS"	"file"	"19713"	"0x2680800"	"332732"
"ADV\STAGE\E300.CCS"	"file"	"19876"	"0x26D2000"	"313264"
"ADV\STAGE\E400.CCS"	"file"	"20029"	"0x271E800"	"343327"
"ADV\STAGE\MAPTIP.CCS"	"file"	"20197"	"0x2772800"	"965283"
"ADV\STAGE\S000.CCS"	"file"	"20669"	"0x285E800"	"823698"
"ADV\STAGE\S001.CCS"	"file"	"21072"	"0x2928000"	"59668"
"ADV\STAGE\S002.CCS"	"file"	"21102"	"0x2937000"	"744934"
"ADV\STAGE\S003.CCS"	"file"	"21466"	"0x29ED000"	"646778"
"ADV\STAGE\S004.CCS"	"file"	"21782"	"0x2A8B000"	"174410"
"ADV\STAGE\S006.CCS"	"file"	"21868"	"0x2AB6000"	"863811"
"ADV\STAGE\S007.CCS"	"file"	"22290"	"0x2B89000"	"543974"
"ADV\STAGE\S008.CCS"	"file"	"22556"	"0x2C0E000"	"117240"
"ADV\STAGE\S009.CCS"	"file"	"22614"	"0x2C2B000"	"748160"
"ADV\STAGE\S010.CCS"	"file"	"22980"	"0x2CE2000"	"826544"
"ADV\STAGE\S011.CCS"	"file"	"23384"	"0x2DAC000"	"951999"
"ADV\STAGE\S012.CCS"	"file"	"23849"	"0x2E94800"	"739653"
"ADV\STAGE\S013.CCS"	"file"	"24211"	"0x2F49800"	"943906"
"ADV\STAGE\S016.CCS"	"file"	"24672"	"0x3030000"	"706224"
"ADV\STAGE\S018.CCS"	"file"	"25017"	"0x30DC800"	"652429"
"ADV\STAGE\S019.CCS"	"file"	"25336"	"0x317C000"	"704027"
"ADV\STAGE\S100.CCS"	"file"	"25680"	"0x3228000"	"972031"
"ADV\STAGE\S102.CCS"	"file"	"26155"	"0x3315800"	"1055862"
"ADV\STAGE\S103.CCS"	"file"	"26671"	"0x3417800"	"631728"
"ADV\STAGE\S104.CCS"	"file"	"26980"	"0x34B2000"	"861191"
"ADV\STAGE\S105.CCS"	"file"	"27401"	"0x3584800"	"624369"
"ADV\STAGE\S106.CCS"	"file"	"27706"	"0x361D000"	"214351"
"ADV\STAGE\S107.CCS"	"file"	"27811"	"0x3651800"	"561498"
"ADV\STAGE\S108.CCS"	"file"	"28086"	"0x36DB000"	"927780"
"ADV\STAGE\S110.CCS"	"file"	"28540"	"0x37BE000"	"397234"
"ADV\STAGE\S111.CCS"	"file"	"28734"	"0x381F000"	"439023"
"ADV\STAGE\S112.CCS"	"file"	"28949"	"0x388A800"	"1032445"
"ADV\STAGE\S200.CCS"	"file"	"29454"	"0x3987000"	"1165634"
"ADV\STAGE\S201.CCS"	"file"	"30024"	"0x3AA4000"	"1161437"
"ADV\STAGE\S202.CCS"	"file"	"30592"	"0x3BC0000"	"765268"
"ADV\STAGE\S203.CCS"	"file"	"30966"	"0x3C7B000"	"1028987"
"ADV\STAGE\S204.CCS"	"file"	"31469"	"0x3D76800"	"817029"
"ADV\STAGE\S301.CCS"	"file"	"31868"	"0x3E3E000"	"991794"
"ADV\STAGE\S302.CCS"	"file"	"32353"	"0x3F30800"	"918586"
"ADV\STAGE\S400.CCS"	"file"	"32802"	"0x4011000"	"905177"
"ADV\STAGE\S401.CCS"	"file"	"33244"	"0x40EE000"	"797194"
"ADV\STAGE\S402.CCS"	"file"	"33634"	"0x41B1000"	"770784"
"ADV\STAGE\S403.CCS"	"file"	"34011"	"0x426D800"	"519958"
"ADV\STAGE\S600.CCS"	"file"	"34265"	"0x42EC800"	"78093"
"ADV\STAGE\S700.CCS"	"file"	"34304"	"0x4300000"	"348029"
"ADV\STAGE\S701.CCS"	"file"	"34474"	"0x4355000"	"457020"
"ADV\STAGE\S702.CCS"	"file"	"34698"	"0x43C5000"	"158236"
"ADV\STAGE\S703.CCS"	"file"	"34776"	"0x43EC000"	"170605"
"ADV\STAGE\S704.CCS"	"file"	"34860"	"0x4416000"	"158878"
"ADV\STAGE\S705.CCS"	"file"	"34938"	"0x443D000"	"157972"
"ADV\STAGE\S706.CCS"	"file"	"35016"	"0x4464000"	"161929"
"ADV\STAGE\S707.CCS"	"file"	"35096"	"0x448C000"	"158418"
"ADV\STAGE\S708.CCS"	"file"	"35174"	"0x44B3000"	"161979"
"ADV\STAGE\S709.CCS"	"file"	"35254"	"0x44DB000"	"157949"
"ADV\STAGE\S710.CCS"	"file"	"35332"	"0x4502000"	"209486"
"ADV\STAGE\S801.CCS"	"file"	"35435"	"0x4535800"	"1536"
"ADV\STAGE\S802.CCS"	"file"	"35436"	"0x4536000"	"1922"
"ADV\STAGE\S803.CCS"	"file"	"35437"	"0x4536800"	"3003"
"ADV\STAGE\S804.CCS"	"file"	"35439"	"0x4537800"	"3464"
"ADV\STAGE\S805.CCS"	"file"	"35441"	"0x4538800"	"2526"
"ADV\STAGE\S806.CCS"	"file"	"35443"	"0x4539800"	"3616"
"ADV\STAGE\S807.CCS"	"file"	"35445"	"0x453A800"	"3392"
"ADV\STAGE\S808.CCS"	"file"	"35447"	"0x453B800"	"4141"
"ADV\STAGE\S809.CCS"	"file"	"35450"	"0x453D000"	"3186"
"ADV\STAGE\S810.CCS"	"file"	"35452"	"0x453E000"	"4342"
"ADV\STAGE\S811.CCS"	"file"	"35455"	"0x453F800"	"3631"
"ADV\STAGE\S812.CCS"	"file"	"35457"	"0x4540800"	"4328"
"ADV\STAGE\S813.CCS"	"file"	"35460"	"0x4542000"	"4516"
"ADV\STAGE\S814.CCS"	"file"	"35463"	"0x4543800"	"4508"
"ADV\STAGE\S815.CCS"	"file"	"35466"	"0x4545000"	"6437"
"ADV\STAGE\S816.CCS"	"file"	"35470"	"0x4547000"	"3211"
"ADV\STAGE\S817.CCS"	"file"	"35472"	"0x4548000"	"4676"
"ADV\STAGE\S818.CCS"	"file"	"35475"	"0x4549800"	"4480"
"ADV\STAGE\S819.CCS"	"file"	"35478"	"0x454B000"	"7424"
"ADV\STAGE\S820.CCS"	"file"	"35482"	"0x454D000"	"3669"
"ADV\STAGE\STCMN.CCS"	"file"	"35484"	"0x454E000"	"120310"
"BATTLEGAUGE.CCS"	"file"	"87"	"0x2B800"	"134543"
"BUDDY"	"dir"	"44"	"0x16000"	"6144"
"BUDDY\2ASWBDY.CCS"	"file"	"35543"	"0x456B800"	"45761"
"BUDDY\2ASWBDY0.CCS"	"file"	"35566"	"0x4577000"	"49569"
"BUDDY\2ASWBDY1.CCS"	"file"	"35591"	"0x4583800"	"38327"
"BUDDY\2CHYBDY.CCS"	"file"	"35610"	"0x458D000"	"21302"
"BUDDY\2CHYBDY0.CCS"	"file"	"35621"	"0x4592800"	"13549"
"BUDDY\2CYBBDY.CCS"	"file"	"35628"	"0x4596000"	"33500"
"BUDDY\2CYBBDY0.CCS"	"file"	"35645"	"0x459E800"	"55861"
"BUDDY\2DDRBDY.CCS"	"file"	"35673"	"0x45AC800"	"40825"
"BUDDY\2DDRBDY0.CCS"	"file"	"35693"	"0x45B6800"	"41481"
"BUDDY\2DDRBDY1.CCS"	"file"	"35714"	"0x45C1000"	"52708"
"BUDDY\2GAWBDY.CCS"	"file"	"35740"	"0x45CE000"	"37075"
"BUDDY\2GAWBDY0.CCS"	"file"	"35759"	"0x45D7800"	"43293"
"BUDDY\2GUWBDY.CCS"	"file"	"35781"	"0x45E2800"	"36593"
"BUDDY\2GUWBDY0.CCS"	"file"	"35799"	"0x45EB800"	"29364"
"BUDDY\2GUWBDY1.CCS"	"file"	"35814"	"0x45F3000"	"45223"
"BUDDY\2GUWBDY2.CCS"	"file"	"35837"	"0x45FE800"	"45116"
"BUDDY\2HNWBDY.CCS"	"file"	"35860"	"0x460A000"	"42681"
"BUDDY\2HNWBDY0.CCS"	"file"	"35881"	"0x4614800"	"38077"
"BUDDY\2INWBDY.CCS"	"file"	"35900"	"0x461E000"	"43415"
"BUDDY\2INWBDY0.CCS"	"file"	"35922"	"0x4629000"	"29791"
"BUDDY\2ITWBDY.CCS"	"file"	"35937"	"0x4630800"	"41287"
"BUDDY\2ITWBDY0.CCS"	"file"	"35958"	"0x463B000"	"31124"
"BUDDY\2JRWBDY.CCS"	"file"	"35974"	"0x4643000"	"38947"
"BUDDY\2JRWBDY0.CCS"	"file"	"35994"	"0x464D000"	"50989"
"BUDDY\2KBWBDY.CCS"	"file"	"36019"	"0x4659800"	"39409"
"BUDDY\2KBWBDY0.CCS"	"file"	"36039"	"0x4663800"	"48220"
"BUDDY\2KBWBDY1.CCS"	"file"	"36063"	"0x466F800"	"42398"
"BUDDY\2KIWBDY.CCS"	"file"	"36084"	"0x467A000"	"38054"
"BUDDY\2KIWBDY0.CCS"	"file"	"36103"	"0x4683800"	"68988"
"BUDDY\2KIWBDY1.CCS"	"file"	"36137"	"0x4694800"	"35434"
"BUDDY\2KIWBDY2.CCS"	"file"	"36155"	"0x469D800"	"53263"
"BUDDY\2KKWBDY.CCS"	"file"	"36182"	"0x46AB000"	"46108"
"BUDDY\2KKWBDY0.CCS"	"file"	"36205"	"0x46B6800"	"48777"
"BUDDY\2KKWBDY1.CCS"	"file"	"36229"	"0x46C2800"	"35276"
"BUDDY\2KKWBDY2.CCS"	"file"	"36247"	"0x46CB800"	"39253"
"BUDDY\2KKWBDY3.CCS"	"file"	"36267"	"0x46D5800"	"32031"
"BUDDY\2KNWBDY.CCS"	"file"	"36283"	"0x46DD800"	"20031"
"BUDDY\2KNWBDY0.CCS"	"file"	"36293"	"0x46E2800"	"12083"
"BUDDY\2KNWBDY1.CCS"	"file"	"36299"	"0x46E5800"	"15669"
"BUDDY\2KNWBDY2.CCS"	"file"	"36307"	"0x46E9800"	"13263"
"BUDDY\2KRWBDY.CCS"	"file"	"36314"	"0x46ED000"	"39731"
"BUDDY\2KRWBDY0.CCS"	"file"	"36334"	"0x46F7000"	"54294"
"BUDDY\2KRWBDY1.CCS"	"file"	"36361"	"0x4704800"	"49309"
"BUDDY\2KSWBDY.CCS"	"file"	"36386"	"0x4711000"	"42014"
"BUDDY\2KSWBDY0.CCS"	"file"	"36407"	"0x471B800"	"39500"
"BUDDY\2NEWBDY.CCS"	"file"	"36427"	"0x4725800"	"38301"
"BUDDY\2NEWBDY0.CCS"	"file"	"36446"	"0x472F000"	"57107"
"BUDDY\2NEWBDY1.CCS"	"file"	"36474"	"0x473D000"	"68764"
"BUDDY\2NRWBDY.CCS"	"file"	"36508"	"0x474E000"	"36317"
"BUDDY\2NRWBDY0.CCS"	"file"	"36526"	"0x4757000"	"50113"
"BUDDY\2NRWBDY1.CCS"	"file"	"36551"	"0x4763800"	"58926"
"BUDDY\2NRWBDY2.CCS"	"file"	"36580"	"0x4772000"	"45014"
"BUDDY\2ORWBDY.CCS"	"file"	"36602"	"0x477D000"	"37378"
"BUDDY\2ORWBDY0.CCS"	"file"	"36621"	"0x4786800"	"47499"
"BUDDY\2ORWBDY1.CCS"	"file"	"36645"	"0x4792800"	"54276"
"BUDDY\2ROWBDY.CCS"	"file"	"36672"	"0x47A0000"	"41748"
"BUDDY\2ROWBDY0.CCS"	"file"	"36693"	"0x47AA800"	"53924"
"BUDDY\2ROWBDY1.CCS"	"file"	"36720"	"0x47B8000"	"62881"
"BUDDY\2SAIBDY.CCS"	"file"	"36751"	"0x47C7800"	"39733"
"BUDDY\2SAIBDY0.CCS"	"file"	"36771"	"0x47D1800"	"30515"
"BUDDY\2SCHBDY.CCS"	"file"	"36786"	"0x47D9000"	"43412"
"BUDDY\2SCHBDY0.CCS"	"file"	"36808"	"0x47E4000"	"7683"
"BUDDY\2SCHBDY1.CCS"	"file"	"36812"	"0x47E6000"	"5178"
"BUDDY\2SCOBDY.CCS"	"file"	"36815"	"0x47E7800"	"41793"
"BUDDY\2SCOBDY0.CCS"	"file"	"36836"	"0x47F2000"	"32971"
"BUDDY\2SIWBDY.CCS"	"file"	"36853"	"0x47FA800"	"37392"
"BUDDY\2SIWBDY0.CCS"	"file"	"36872"	"0x4804000"	"37846"
"BUDDY\2SIWBDY1.CCS"	"file"	"36891"	"0x480D800"	"38028"
"BUDDY\2SKWBDY.CCS"	"file"	"36910"	"0x4817000"	"41429"
"BUDDY\2SKWBDY0.CCS"	"file"	"36931"	"0x4821800"	"35891"
"BUDDY\2SKWBDY1.CCS"	"file"	"36949"	"0x482A800"	"74138"
"BUDDY\2SNWBDY.CCS"	"file"	"36986"	"0x483D000"	"40464"
"BUDDY\2SNWBDY0.CCS"	"file"	"37006"	"0x4847000"	"40057"
"BUDDY\2SNWBDY1.CCS"	"file"	"37026"	"0x4851000"	"35746"
"BUDDY\2SNWBDY2.CCS"	"file"	"37044"	"0x485A000"	"42474"
"BUDDY\2SSWBDY.CCS"	"file"	"37065"	"0x4864800"	"41020"
"BUDDY\2SSWBDY0.CCS"	"file"	"37086"	"0x486F000"	"63833"
"BUDDY\2SZWBDY.CCS"	"file"	"37118"	"0x487F000"	"35578"
"BUDDY\2SZWBDY0.CCS"	"file"	"37136"	"0x4888000"	"40199"
"BUDDY\2SZWBDY1.CCS"	"file"	"37156"	"0x4892000"	"46298"
"BUDDY\2TEWBDY.CCS"	"file"	"37179"	"0x489D800"	"40162"
"BUDDY\2TEWBDY0.CCS"	"file"	"37199"	"0x48A7800"	"42737"
"BUDDY\2TEWBDY1.CCS"	"file"	"37220"	"0x48B2000"	"32626"
"BUDDY\2TMWBDY.CCS"	"file"	"37236"	"0x48BA000"	"42271"
"BUDDY\2TMWBDY0.CCS"	"file"	"37257"	"0x48C4800"	"41425"
"BUDDY\2TMWBDY1.CCS"	"file"	"37278"	"0x48CF000"	"38126"
"BUDDY\2TMWBDY2.CCS"	"file"	"37297"	"0x48D8800"	"40112"
"BUDDY\2TMWBDY3.CCS"	"file"	"37317"	"0x48E2800"	"42345"
"BUDDY\2TNWBDY.CCS"	"file"	"37338"	"0x48ED000"	"38720"
"BUDDY\2TNWBDY0.CCS"	"file"	"37357"	"0x48F6800"	"34272"
"BUDDY\2TNWBDY1.CCS"	"file"	"37374"	"0x48FF000"	"66855"
"BUDDY\2TNWBDY2.CCS"	"file"	"37407"	"0x490F800"	"43811"
"BUDDY\2TYWBDY.CCS"	"file"	"37429"	"0x491A800"	"44316"
"BUDDY\2TYWBDY0.CCS"	"file"	"37451"	"0x4925800"	"43747"
"BUDDY\2TYWBDY1.CCS"	"file"	"37473"	"0x4930800"	"41291"
"BUDDY\2YMTBDY.CCS"	"file"	"37494"	"0x493B000"	"43528"
"BUDDY\2YMTBDY0.CCS"	"file"	"37516"	"0x4946000"	"31293"
"BUDDY\2YMTBDY1.CCS"	"file"	"37532"	"0x494E000"	"34945"
"CHARSEL1.CCS"	"file"	"153"	"0x4C800"	"791370"
"CMN"	"dir"	"47"	"0x17800"	"2048"
"CMN\2CMNBOD1.CCS"	"file"	"37550"	"0x4957000"	"235056"
"CMN\CW2.CCS"	"file"	"37665"	"0x4990800"	"50573"
"CMN\EFFECT0X.CCS"	"file"	"37690"	"0x499D000"	"420424"
"CMN\GAUGE.CCS"	"file"	"37896"	"0x4A04000"	"72505"
"CMN\PARTICLE.CCS"	"file"	"37932"	"0x4A16000"	"93436"
"CMN\SHADE.CCS"	"file"	"37978"	"0x4A2D000"	"9675"
"CONTINUE.CCS"	"file"	"540"	"0x10E000"	"16048"
"CUTIN"	"dir"	"48"	"0x18000"	"2048"
"CUTIN\1ASWCUTIN.CCS"	"file"	"37983"	"0x4A2F800"	"6966"
"CUTIN\1CHYCUTIN.CCS"	"file"	"37987"	"0x4A31800"	"4073"
"CUTIN\1CYBCUTIN.CCS"	"file"	"37989"	"0x4A32800"	"4670"
"CUTIN\1DDRCUTIN.CCS"	"file"	"37992"	"0x4A34000"	"9685"
"CUTIN\1GAWCUTIN.CCS"	"file"	"37997"	"0x4A36800"	"4142"
"CUTIN\1GUWCUTIN.CCS"	"file"	"38000"	"0x4A38000"	"5821"
"CUTIN\1HNWCUTIN.CCS"	"file"	"38003"	"0x4A39800"	"5902"
"CUTIN\1INWCUTIN.CCS"	"file"	"38006"	"0x4A3B000"	"7449"
"CUTIN\1ITWCUTIN.CCS"	"file"	"38010"	"0x4A3D000"	"4934"
"CUTIN\1JRWCUTIN.CCS"	"file"	"38013"	"0x4A3E800"	"8477"
"CUTIN\1KBWCUTIN.CCS"	"file"	"38018"	"0x4A41000"	"4179"
"CUTIN\1KIWCUTIN.CCS"	"file"	"38021"	"0x4A42800"	"10124"
"CUTIN\1KKWCUTIN.CCS"	"file"	"38026"	"0x4A45000"	"5324"
"CUTIN\1KNWCUTIN.CCS"	"file"	"38029"	"0x4A46800"	"7156"
"CUTIN\1KRWCUTIN.CCS"	"file"	"38033"	"0x4A48800"	"4537"
"CUTIN\1KSWCUTIN.CCS"	"file"	"38036"	"0x4A4A000"	"3919"
"CUTIN\1NEWCUTIN.CCS"	"file"	"38038"	"0x4A4B000"	"12012"
"CUTIN\1NRTCUTIN.CCS"	"file"	"38044"	"0x4A4E000"	"9545"
"CUTIN\1NRWCUTIN.CCS"	"file"	"38049"	"0x4A50800"	"8704"
"CUTIN\1NWVCUTIN.CCS"	"file"	"38054"	"0x4A53000"	"5309"
"CUTIN\1ORWCUTIN.CCS"	"file"	"38057"	"0x4A54800"	"4852"
"CUTIN\1ROWCUTIN.CCS"	"file"	"38060"	"0x4A56000"	"3792"
"CUTIN\1SAICUTIN.CCS"	"file"	"38062"	"0x4A57000"	"4191"
"CUTIN\1SCHCUTIN.CCS"	"file"	"38065"	"0x4A58800"	"4871"
"CUTIN\1SCOCUTIN.CCS"	"file"	"38068"	"0x4A5A000"	"5760"
"CUTIN\1SCVCUTIN.CCS"	"file"	"38071"	"0x4A5B800"	"6133"
"CUTIN\1SIWCUTIN.CCS"	"file"	"38074"	"0x4A5D000"	"4799"
"CUTIN\1SKWCUTIN.CCS"	"file"	"38077"	"0x4A5E800"	"10313"
"CUTIN\1SNWCUTIN.CCS"	"file"	"38083"	"0x4A61800"	"10551"
"CUTIN\1SSKCUTIN.CCS"	"file"	"38089"	"0x4A64800"	"11548"
"CUTIN\1SSWCUTIN.CCS"	"file"	"38095"	"0x4A67800"	"12849"
"CUTIN\1SZWCUTIN.CCS"	"file"	"38102"	"0x4A6B000"	"4746"
"CUTIN\1TEWCUTIN.CCS"	"file"	"38105"	"0x4A6C800"	"5222"
"CUTIN\1TMWCUTIN.CCS"	"file"	"38108"	"0x4A6E000"	"9547"
"CUTIN\1TNWCUTIN.CCS"	"file"	"38113"	"0x4A70800"	"10061"
"CUTIN\1TYWCUTIN.CCS"	"file"	"38118"	"0x4A73000"	"9797"
"CUTIN\1YMTCUTIN.CCS"	"file"	"38123"	"0x4A75800"	"4290"
"DBGMENU.CCS"	"file"	"548"	"0x112000"	"45436"
"GZLIST.TXT"	"file"	"571"	"0x11D800"	"103848"
"HOME"	"dir"	"49"	"0x18800"	"4096"
"HOME\DIO1.CCS"	"file"	"38126"	"0x4A77000"	"258972"
"HOME\DIO10.CCS"	"file"	"38253"	"0x4AB6800"	"327696"
"HOME\DIO11.CCS"	"file"	"38414"	"0x4B07000"	"477858"
"HOME\DIO12.CCS"	"file"	"38648"	"0x4B7C000"	"159594"
"HOME\DIO13.CCS"	"file"	"38726"	"0x4BA3000"	"261152"
"HOME\DIO2.CCS"	"file"	"38854"	"0x4BE3000"	"318478"
"HOME\DIO3.CCS"	"file"	"39010"	"0x4C31000"	"308003"
"HOME\DIO5.CCS"	"file"	"39161"	"0x4C7C800"	"543953"
"HOME\DIO6.CCS"	"file"	"39427"	"0x4D01800"	"252450"
"HOME\DIO7.CCS"	"file"	"39551"	"0x4D3F800"	"973452"
"HOME\DIO8.CCS"	"file"	"40027"	"0x4E2D800"	"817029"
"HOME\DIO9.CCS"	"file"	"40426"	"0x4EF5000"	"481165"
"HOME\IFASW.CCS"	"file"	"40661"	"0x4F6A800"	"93890"
"HOME\IFCHY.CCS"	"file"	"40707"	"0x4F81800"	"189321"
"HOME\IFCYB.CCS"	"file"	"40800"	"0x4FB0000"	"83329"
"HOME\IFDDR.CCS"	"file"	"40841"	"0x4FC4800"	"235711"
"HOME\IFGAW.CCS"	"file"	"40957"	"0x4FFE800"	"266008"
"HOME\IFGUW.CCS"	"file"	"41087"	"0x503F800"	"150037"
"HOME\IFHNW.CCS"	"file"	"41161"	"0x5064800"	"104183"
"HOME\IFINW.CCS"	"file"	"41212"	"0x507E000"	"161928"
"HOME\IFITW.CCS"	"file"	"41292"	"0x50A6000"	"112530"
"HOME\IFJRW.CCS"	"file"	"41347"	"0x50C1800"	"197532"
"HOME\IFKBW.CCS"	"file"	"41444"	"0x50F2000"	"94834"
"HOME\IFKIW.CCS"	"file"	"41491"	"0x5109800"	"168970"
"HOME\IFKKW.CCS"	"file"	"41574"	"0x5133000"	"208240"
"HOME\IFKNW.CCS"	"file"	"41676"	"0x5166000"	"259730"
"HOME\IFKRW.CCS"	"file"	"41803"	"0x51A5800"	"93942"
"HOME\IFKSW.CCS"	"file"	"41849"	"0x51BC800"	"182440"
"HOME\IFNEW.CCS"	"file"	"41939"	"0x51E9800"	"164496"
"HOME\IFNRW.CCS"	"file"	"42020"	"0x5212000"	"384780"
"HOME\IFORW.CCS"	"file"	"42208"	"0x5270000"	"185288"
"HOME\IFROW.CCS"	"file"	"42299"	"0x529D800"	"241805"
"HOME\IFSAI.CCS"	"file"	"42418"	"0x52D9000"	"177288"
"HOME\IFSCH.CCS"	"file"	"42505"	"0x5304800"	"134918"
"HOME\IFSCO.CCS"	"file"	"42571"	"0x5325800"	"159250"
"HOME\IFSCV.CCS"	"file"	"42649"	"0x534C800"	"106373"
"HOME\IFSIW.CCS"	"file"	"42701"	"0x5366800"	"93372"
"HOME\IFSKW.CCS"	"file"	"42747"	"0x537D800"	"159987"
"HOME\IFSNW.CCS"	"file"	"42826"	"0x53A5000"	"83212"
"HOME\IFSSW.CCS"	"file"	"42867"	"0x53B9800"	"107112"
"HOME\IFSZW.CCS"	"file"	"42920"	"0x53D4000"	"197382"
"HOME\IFTEW.CCS"	"file"	"43017"	"0x5404800"	"159138"
"HOME\IFTMW.CCS"	"file"	"43095"	"0x542B800"	"265964"
"HOME\IFTNW.CCS"	"file"	"43225"	"0x546C800"	"160513"
"HOME\IFTYW.CCS"	"file"	"43304"	"0x5494000"	"117586"
"HOME\IFYMT.CCS"	"file"	"43362"	"0x54B1000"	"113829"
"HOME.CCS"	"file"	"622"	"0x137000"	"1416461"
"ICON.BIN"	"file"	"1314"	"0x291000"	"61440"
"LOADING"	"dir"	"51"	"0x19800"	"2048"
"LOADING\LOADING00.CCS"	"file"	"43418"	"0x54CD000"	"20089"
"LOADING\LOADING01.CCS"	"file"	"43428"	"0x54D2000"	"8903"
"LOADING\LOADING02.CCS"	"file"	"43433"	"0x54D4800"	"22500"
"LOADING\LOADING03.CCS"	"file"	"43444"	"0x54DA000"	"23825"
"LOADING\LOADING04.CCS"	"file"	"43456"	"0x54E0000"	"11613"
"LOADING\LOADING05.CCS"	"file"	"43462"	"0x54E3000"	"14066"
"LOADING\LOADING06.CCS"	"file"	"43469"	"0x54E6800"	"14882"
"LOADING\LOADING08.CCS"	"file"	"43477"	"0x54EA800"	"23641"
