"Path"	"Type"	"Extent"	"OffsetHex"	"Size"
"ADV\CHAR\FRPGOT8.CCS"	"file"	"9774"	"0x1317000"	"50932"
"ADV\CHAR\FRPGOT9.CCS"	"file"	"9799"	"0x1323800"	"57977"
"ADV\CHAR\FRPGROW.CCS"	"file"	"9828"	"0x1332000"	"57593"
"ADV\CHAR\FRPGSAI.CCS"	"file"	"9857"	"0x1340800"	"45528"
"ADV\CHAR\FRPGSCH.CCS"	"file"	"9880"	"0x134C000"	"66874"
"ADV\CHAR\FRPGSIW.CCS"	"file"	"9913"	"0x135C800"	"71538"
"ADV\CHAR\FRPGSKW.CCS"	"file"	"9948"	"0x136E000"	"81756"
"ADV\CHAR\FRPGSN5.CCS"	"file"	"9988"	"0x1382000"	"29308"
"ADV\CHAR\FRPGSN6.CCS"	"file"	"10003"	"0x1389800"	"28292"
"ADV\CHAR\FRPGSN7.CCS"	"file"	"10017"	"0x1390800"	"32549"
"ADV\CHAR\FRPGSNW.CCS"	"file"	"10033"	"0x1398800"	"53314"
"ADV\CHAR\FRPGSY1.CCS"	"file"	"10060"	"0x13A6000"	"47076"
"ADV\CHAR\FRPGSY2.CCS"	"file"	"10083"	"0x13B1800"	"50819"
"ADV\CHAR\FRPGSY3.CCS"	"file"	"10108"	"0x13BE000"	"53759"
"ADV\CHAR\FRPGSY4.CCS"	"file"	"10135"	"0x13CB800"	"50928"
"ADV\CHAR\FRPGSY5.CCS"	"file"	"10160"	"0x13D8000"	"47116"
"ADV\CHAR\FRPGSY6.CCS"	"file"	"10184"	"0x13E4000"	"57196"
"ADV\CHAR\FRPGSZW.CCS"	"file"	"10212"	"0x13F2000"	"61840"
"ADV\CHAR\FRPGT11.CCS"	"file"	"10243"	"0x1401800"	"33966"
"ADV\CHAR\FRPGT12.CCS"	"file"	"10260"	"0x140A000"	"37440"
"ADV\CHAR\FRPGT13.CCS"	"file"	"10279"	"0x1413800"	"36714"
"ADV\CHAR\FRPGT14.CCS"	"file"	"10297"	"0x141C800"	"32176"
"ADV\CHAR\FRPGT15.CCS"	"file"	"10313"	"0x1424800"	"36045"
"ADV\CHAR\FRPGT16.CCS"	"file"	"10331"	"0x142D800"	"27520"
"ADV\CHAR\FRPGT17.CCS"	"file"	"10345"	"0x1434800"	"35857"
"ADV\CHAR\FRPGTB1.CCS"	"file"	"10363"	"0x143D800"	"53062"
"ADV\CHAR\FRPGTB2.CCS"	"file"	"10389"	"0x144A800"	"66058"
"ADV\CHAR\FRPGTEW.CCS"	"file"	"10422"	"0x145B000"	"54580"
"ADV\CHAR\FRPGTF1.CCS"	"file"	"10449"	"0x1468800"	"33987"
"ADV\CHAR\FRPGTF2.CCS"	"file"	"10466"	"0x1471000"	"37619"
"ADV\CHAR\FRPGTF3.CCS"	"file"	"10485"	"0x147A800"	"36797"
"ADV\CHAR\FRPGTF4.CCS"	"file"	"10503"	"0x1483800"	"32305"
"ADV\CHAR\FRPGTF5.CCS"	"file"	"10519"	"0x148B800"	"37236"
"ADV\CHAR\FRPGTF6.CCS"	"file"	"10538"	"0x1495000"	"27760"
"ADV\CHAR\FRPGTF7.CCS"	"file"	"10552"	"0x149C000"	"36081"
"ADV\CHAR\FRPGTMW.CCS"	"file"	"10570"	"0x14A5000"	"57205"
"ADV\CHAR\FRPGTN1.CCS"	"file"	"10598"	"0x14B3000"	"61784"
"ADV\CHAR\FRPGTN2.CCS"	"file"	"10629"	"0x14C2800"	"69454"
"ADV\CHAR\FRPGTN3.CCS"	"file"	"10663"	"0x14D3800"	"61929"
"ADV\CHAR\FRPGTN4.CCS"	"file"	"10694"	"0x14E3000"	"57731"
"ADV\CHAR\FRPGTN5.CCS"	"file"	"10723"	"0x14F1800"	"64970"
"ADV\CHAR\FRPGTN6.CCS"	"file"	"10755"	"0x1501800"	"52185"
"ADV\CHAR\FRPGTN7.CCS"	"file"	"10781"	"0x150E800"	"48212"
"ADV\CHAR\FRPGTN8.CCS"	"file"	"10805"	"0x151A800"	"47000"
"ADV\CHAR\FRPGTND.CCS"	"file"	"10828"	"0x1526000"	"50968"
"ADV\CHAR\FRPGTNW.CCS"	"file"	"10853"	"0x1532800"	"57628"
"ADV\CHAR\FRPGTON.CCS"	"file"	"10882"	"0x1541000"	"23985"
"ADV\CHAR\FRPGTT1.CCS"	"file"	"10894"	"0x1547000"	"33964"
"ADV\CHAR\FRPGTT2.CCS"	"file"	"10911"	"0x154F800"	"37439"
"ADV\CHAR\FRPGTT3.CCS"	"file"	"10930"	"0x1559000"	"36714"
"ADV\CHAR\FRPGTT4.CCS"	"file"	"10948"	"0x1562000"	"32176"
"ADV\CHAR\FRPGTT5.CCS"	"file"	"10964"	"0x156A000"	"36044"
"ADV\CHAR\FRPGTT6.CCS"	"file"	"10982"	"0x1573000"	"27516"
"ADV\CHAR\FRPGTT7.CCS"	"file"	"10996"	"0x157A000"	"35857"
"ADV\CHAR\FRPGTUC.CCS"	"file"	"11014"	"0x1583000"	"50468"
"ADV\CHAR\FRPGTY1.CCS"	"file"	"11039"	"0x158F800"	"34267"
"ADV\CHAR\FRPGTY2.CCS"	"file"	"11056"	"0x1598000"	"37974"
"ADV\CHAR\FRPGTY3.CCS"	"file"	"11075"	"0x15A1800"	"36149"
"ADV\CHAR\FRPGTY4.CCS"	"file"	"11093"	"0x15AA800"	"32803"
"ADV\CHAR\FRPGTY5.CCS"	"file"	"11110"	"0x15B3000"	"37744"
"ADV\CHAR\FRPGTY6.CCS"	"file"	"11129"	"0x15BC800"	"28252"
"ADV\CHAR\FRPGTY7.CCS"	"file"	"11143"	"0x15C3800"	"36494"
"ADV\CHAR\FRPGTYW.CCS"	"file"	"11161"	"0x15CC800"	"67208"
"ADV\CHAR\FRPGY11.CCS"	"file"	"11194"	"0x15DD000"	"34268"
"ADV\CHAR\FRPGY12.CCS"	"file"	"11211"	"0x15E5800"	"37974"
"ADV\CHAR\FRPGY13.CCS"	"file"	"11230"	"0x15EF000"	"36150"
"ADV\CHAR\FRPGY14.CCS"	"file"	"11248"	"0x15F8000"	"32804"
"ADV\CHAR\FRPGY15.CCS"	"file"	"11265"	"0x1600800"	"37745"
"ADV\CHAR\FRPGY16.CCS"	"file"	"11284"	"0x160A000"	"28254"
"ADV\CHAR\FRPGY17.CCS"	"file"	"11298"	"0x1611000"	"36496"
"ADV\CHAR\FRPGYMT.CCS"	"file"	"11316"	"0x161A000"	"58971"
"ADV\CHAR\FRPGYUR.CCS"	"file"	"11345"	"0x1628800"	"50223"
"ADV\CHAR\KNANK.CCS"	"file"	"11370"	"0x1635000"	"60307"
"ADV\CHAR\KNASW.CCS"	"file"	"11400"	"0x1644000"	"48457"
"ADV\CHAR\KNCHY.CCS"	"file"	"11424"	"0x1650000"	"36023"
"ADV\CHAR\KNCYB.CCS"	"file"	"11442"	"0x1659000"	"37873"
"ADV\CHAR\KNDDR.CCS"	"file"	"11461"	"0x1662800"	"53617"
"ADV\CHAR\KNFIR.CCS"	"file"	"11488"	"0x1670000"	"45132"
"ADV\CHAR\KNFOU.CCS"	"file"	"11511"	"0x167B800"	"48080"
"ADV\CHAR\KNGAR.CCS"	"file"	"11535"	"0x1687800"	"52506"
"ADV\CHAR\KNGAW.CCS"	"file"	"11561"	"0x1694800"	"45650"
"ADV\CHAR\KNGUW.CCS"	"file"	"11584"	"0x16A0000"	"42948"
"ADV\CHAR\KNHAK.CCS"	"file"	"11605"	"0x16AA800"	"42101"
"ADV\CHAR\KNHKG.CCS"	"file"	"11626"	"0x16B5000"	"46247"
"ADV\CHAR\KNHNB.CCS"	"file"	"11649"	"0x16C0800"	"38456"
"ADV\CHAR\KNHNT.CCS"	"file"	"11668"	"0x16CA000"	"39336"
"ADV\CHAR\KNHNW.CCS"	"file"	"11688"	"0x16D4000"	"43572"
"ADV\CHAR\KNINO.CCS"	"file"	"11710"	"0x16DF000"	"47091"
"ADV\CHAR\KNINW.CCS"	"file"	"11733"	"0x16EA800"	"50750"
"ADV\CHAR\KNITW.CCS"	"file"	"11758"	"0x16F7000"	"46267"
"ADV\CHAR\KNJRB.CCS"	"file"	"11781"	"0x1702800"	"38662"
"ADV\CHAR\KNJRW.CCS"	"file"	"11800"	"0x170C000"	"50279"
"ADV\CHAR\KNKBW.CCS"	"file"	"11825"	"0x1718800"	"42021"
"ADV\CHAR\KNKDM.CCS"	"file"	"11846"	"0x1723000"	"54130"
"ADV\CHAR\KNKHM.CCS"	"file"	"11873"	"0x1730800"	"34699"
"ADV\CHAR\KNKIB.CCS"	"file"	"11890"	"0x1739000"	"66826"
"ADV\CHAR\KNKIW.CCS"	"file"	"11923"	"0x1749800"	"42321"
"ADV\CHAR\KNKKW.CCS"	"file"	"11944"	"0x1754000"	"57464"
"ADV\CHAR\KNKMM.CCS"	"file"	"11973"	"0x1762800"	"65948"
"ADV\CHAR\KNKNK.CCS"	"file"	"12006"	"0x1773000"	"42529"
"ADV\CHAR\KNKNW.CCS"	"file"	"12027"	"0x177D800"	"40131"
"ADV\CHAR\KNKRW.CCS"	"file"	"12047"	"0x1787800"	"54355"
"ADV\CHAR\KNKSW.CCS"	"file"	"12074"	"0x1795000"	"51752"
"ADV\CHAR\KNNEJ.CCS"	"file"	"12100"	"0x17A2000"	"44372"
"ADV\CHAR\KNNEW.CCS"	"file"	"12122"	"0x17AD000"	"43690"
"ADV\CHAR\KNNRT.CCS"	"file"	"12144"	"0x17B8000"	"43768"
"ADV\CHAR\KNNRW.CCS"	"file"	"12166"	"0x17C3000"	"44249"
"ADV\CHAR\KNORW.CCS"	"file"	"12188"	"0x17CE000"	"49498"
"ADV\CHAR\KNROC.CCS"	"file"	"12213"	"0x17DA800"	"40703"
"ADV\CHAR\KNROW.CCS"	"file"	"12233"	"0x17E4800"	"43928"
"ADV\CHAR\KNSAI.CCS"	"file"	"12255"	"0x17EF800"	"45524"
"ADV\CHAR\KNSCH.CCS"	"file"	"12278"	"0x17FB000"	"43694"
"ADV\CHAR\KNSCO.CCS"	"file"	"12300"	"0x1806000"	"49478"
"ADV\CHAR\KNSEC.CCS"	"file"	"12325"	"0x1812800"	"42625"
"ADV\CHAR\KNSIK.CCS"	"file"	"12346"	"0x181D000"	"45084"
"ADV\CHAR\KNSIN.CCS"	"file"	"12369"	"0x1828800"	"39041"
"ADV\CHAR\KNSIW.CCS"	"file"	"12389"	"0x1832800"	"51473"
"ADV\CHAR\KNSKN.CCS"	"file"	"12415"	"0x183F800"	"48775"
"ADV\CHAR\KNSKR.CCS"	"file"	"12439"	"0x184B800"	"47509"
"ADV\CHAR\KNSKW.CCS"	"file"	"12463"	"0x1857800"	"48161"
"ADV\CHAR\KNSNW.CCS"	"file"	"12487"	"0x1863800"	"47356"
"ADV\CHAR\KNSSK.CCS"	"file"	"12511"	"0x186F800"	"40926"
"ADV\CHAR\KNSSW.CCS"	"file"	"12531"	"0x1879800"	"49479"
"ADV\CHAR\KNSZW.CCS"	"file"	"12556"	"0x1886000"	"35570"
"ADV\CHAR\KNTEN.CCS"	"file"	"12574"	"0x188F000"	"40499"
"ADV\CHAR\KNTEW.CCS"	"file"	"12594"	"0x1899000"	"46651"
"ADV\CHAR\KNTMR.CCS"	"file"	"12617"	"0x18A4800"	"50116"
"ADV\CHAR\KNTMW.CCS"	"file"	"12642"	"0x18B1000"	"48471"
"ADV\CHAR\KNTNW.CCS"	"file"	"12666"	"0x18BD000"	"45824"
"ADV\CHAR\KNTYO.CCS"	"file"	"12689"	"0x18C8800"	"45324"
"ADV\CHAR\KNTYW.CCS"	"file"	"12712"	"0x18D4000"	"53068"
"ADV\CHAR\KNTYY.CCS"	"file"	"12738"	"0x18E1000"	"50367"
"ADV\CHAR\KNYMT.CCS"	"file"	"12763"	"0x18ED800"	"49368"
"ADV\CHAR\KNZBZ.CCS"	"file"	"12788"	"0x18FA000"	"48023"
"ADV\EVENT"	"dir"	"35"	"0x11800"	"4096"
"ADV\EVENT\ACT_RECORD.CCS"	"file"	"12812"	"0x1906000"	"2278"
"ADV\EVENT\BATTLE_000.CCS"	"file"	"12814"	"0x1907000"	"580"
"ADV\EVENT\CLCT_000.CCS"	"file"	"12815"	"0x1907800"	"7329"
"ADV\EVENT\CLCT_001.CCS"	"file"	"12819"	"0x1909800"	"9237"
"ADV\EVENT\CLCT_002.CCS"	"file"	"12824"	"0x190C000"	"16337"
"ADV\EVENT\EVENT.CCS"	"file"	"12832"	"0x1910000"	"38664"
"ADV\EVENT\GROUP.CCS"	"file"	"12851"	"0x1919800"	"1287"
"ADV\EVENT\HEAT_BATTLE.CCS"	"file"	"12852"	"0x191A000"	"3653"
"ADV\EVENT\IRAI_001.CCS"	"file"	"12854"	"0x191B000"	"2654"
"ADV\EVENT\IRAI_002.CCS"	"file"	"12856"	"0x191C000"	"2228"
"ADV\EVENT\IRAI_003.CCS"	"file"	"12858"	"0x191D000"	"3975"
"ADV\EVENT\IRAI_004.CCS"	"file"	"12860"	"0x191E000"	"9519"
"ADV\EVENT\IRAI_005.CCS"	"file"	"12865"	"0x1920800"	"3305"
"ADV\EVENT\IRAI_006.CCS"	"file"	"12867"	"0x1921800"	"3417"
"ADV\EVENT\IRAI_007.CCS"	"file"	"12869"	"0x1922800"	"3143"
"ADV\EVENT\IRAI_008.CCS"	"file"	"12871"	"0x1923800"	"3151"
"ADV\EVENT\IRAI_009.CCS"	"file"	"12873"	"0x1924800"	"4200"
"ADV\EVENT\IRAI_010.CCS"	"file"	"12876"	"0x1926000"	"3121"
"ADV\EVENT\IRAI_011.CCS"	"file"	"12878"	"0x1927000"	"3521"
"ADV\EVENT\IRAI_012.CCS"	"file"	"12880"	"0x1928000"	"8775"
"ADV\EVENT\IRAI_013.CCS"	"file"	"12885"	"0x192A800"	"3427"
"ADV\EVENT\IRAI_014.CCS"	"file"	"12887"	"0x192B800"	"3827"
"ADV\EVENT\IRAI_015.CCS"	"file"	"12889"	"0x192C800"	"4692"
"ADV\EVENT\IRAI_016.CCS"	"file"	"12892"	"0x192E000"	"10768"
"ADV\EVENT\IRAI_017.CCS"	"file"	"12898"	"0x1931000"	"6214"
"ADV\EVENT\IRAI_018.CCS"	"file"	"12902"	"0x1933000"	"8914"
"ADV\EVENT\IRAI_019.CCS"	"file"	"12907"	"0x1935800"	"5065"
"ADV\EVENT\IRAI_020.CCS"	"file"	"12910"	"0x1937000"	"13277"
"ADV\EVENT\ITEM_000.CCS"	"file"	"12917"	"0x193A800"	"2332"
"ADV\EVENT\LETTER.CCS"	"file"	"12919"	"0x193B800"	"3619"
"ADV\EVENT\MAIN_000.CCS"	"file"	"12921"	"0x193C800"	"23011"
"ADV\EVENT\MAIN_001.CCS"	"file"	"12933"	"0x1942800"	"19165"
"ADV\EVENT\OTHER_000.CCS"	"file"	"12943"	"0x1947800"	"2875"
"ADV\EVENT\SHOP_ITEM.CCS"	"file"	"12945"	"0x1948800"	"687"
"ADV\EVENT\SKILL_000.CCS"	"file"	"12946"	"0x1949000"	"7191"
"ADV\EVENT\SKILL_001.CCS"	"file"	"12950"	"0x194B000"	"8189"
"ADV\EVENT\SKILL_002.CCS"	"file"	"12954"	"0x194D000"	"8677"
"ADV\EVENT\SKILL_003.CCS"	"file"	"12959"	"0x194F800"	"2485"
"ADV\EVENT\SKILL_004.CCS"	"file"	"12961"	"0x1950800"	"6873"
"ADV\EVENT\TOWN_000.CCS"	"file"	"12965"	"0x1952800"	"3630"
"ADV\EVENT\TOWN_001.CCS"	"file"	"12967"	"0x1953800"	"5341"
"ADV\EVENT\TOWN_002.CCS"	"file"	"12970"	"0x1955000"	"3316"
"ADV\EVENT\TOWN_003.CCS"	"file"	"12972"	"0x1956000"	"5543"
"ADV\EVENT\TOWN_004.CCS"	"file"	"12975"	"0x1957800"	"3706"
"ADV\EVENT\TOWN_005.CCS"	"file"	"12977"	"0x1958800"	"4417"
"ADV\EVENT\TOWN_006.CCS"	"file"	"12980"	"0x195A000"	"2711"
"ADV\EVENT\TOWN_007.CCS"	"file"	"12982"	"0x195B000"	"3179"
"ADV\EVENT\TOWN_008.CCS"	"file"	"12984"	"0x195C000"	"2680"
"ADV\EVENT\TOWN_009.CCS"	"file"	"12986"	"0x195D000"	"1516"
"ADV\EVENT\TOWN_010.CCS"	"file"	"12987"	"0x195D800"	"1074"
"ADV\EVENT\TOWN_011.CCS"	"file"	"12988"	"0x195E000"	"1810"
"ADV\EVENT\TOWN_012.CCS"	"file"	"12989"	"0x195E800"	"1011"
"ADV\EVENT\TOWN_013.CCS"	"file"	"12990"	"0x195F000"	"1346"
"ADV\MISSION.CCS"	"file"	"7309"	"0xE46800"	"35939"
"ADV\PLAYER"	"dir"	"37"	"0x12800"	"8192"
"ADV\PLAYER\ADVGUWBOD1.CCS"	"file"	"12991"	"0x195F800"	"40018"
"ADV\PLAYER\ADVHNWBOD1.CCS"	"file"	"13011"	"0x1969800"	"42691"
"ADV\PLAYER\ADVINWBOD1.CCS"	"file"	"13032"	"0x1974000"	"43518"
"ADV\PLAYER\ADVJRWBOD1.CCS"	"file"	"13054"	"0x197F000"	"43822"
"ADV\PLAYER\ADVKKWBOD1.CCS"	"file"	"13076"	"0x198A000"	"45001"
"ADV\PLAYER\ADVKNWBOD1.CCS"	"file"	"13098"	"0x1995000"	"37467"
"ADV\PLAYER\ADVMN1BOD1.CCS"	"file"	"13117"	"0x199E800"	"24103"
"ADV\PLAYER\ADVMN2BOD1.CCS"	"file"	"13129"	"0x19A4800"	"24032"
"ADV\PLAYER\ADVMN3BOD1.CCS"	"file"	"13141"	"0x19AA800"	"24002"
"ADV\PLAYER\ADVMN4BOD1.CCS"	"file"	"13153"	"0x19B0800"	"23737"
"ADV\PLAYER\ADVMN5BOD1.CCS"	"file"	"13165"	"0x19B6800"	"23740"
"ADV\PLAYER\ADVMN6BOD1.CCS"	"file"	"13177"	"0x19BC800"	"23677"
"ADV\PLAYER\ADVNA1BOD1.CCS"	"file"	"13189"	"0x19C2800"	"31162"
"ADV\PLAYER\ADVNEWBOD1.CCS"	"file"	"13205"	"0x19CA800"	"41813"
"ADV\PLAYER\ADVNK1BOD1.CCS"	"file"	"13226"	"0x19D5000"	"20265"
"ADV\PLAYER\ADVNK2BOD1.CCS"	"file"	"13236"	"0x19DA000"	"19715"
"ADV\PLAYER\ADVNK3BOD1.CCS"	"file"	"13246"	"0x19DF000"	"20564"
"ADV\PLAYER\ADVNK4BOD1.CCS"	"file"	"13257"	"0x19E4800"	"20566"
"ADV\PLAYER\ADVNRWBOD1.CCS"	"file"	"13268"	"0x19EA000"	"36373"
"ADV\PLAYER\ADVNWVBOD1.CCS"	"file"	"13286"	"0x19F3000"	"9219"
"ADV\PLAYER\ADVNZ1BOD1.CCS"	"file"	"13291"	"0x19F5800"	"28959"
"ADV\PLAYER\ADVNZ2BOD1.CCS"	"file"	"13306"	"0x19FD000"	"30368"
"ADV\PLAYER\ADVNZ3BOD1.CCS"	"file"	"13321"	"0x1A04800"	"29395"
"ADV\PLAYER\ADVORWBOD1.CCS"	"file"	"13336"	"0x1A0C000"	"40494"
"ADV\PLAYER\ADVROWBOD1.CCS"	"file"	"13356"	"0x1A16000"	"41943"
"ADV\PLAYER\ADVSAIBOD1.CCS"	"file"	"13377"	"0x1A20800"	"40545"
"ADV\PLAYER\ADVSIWBOD1.CCS"	"file"	"13397"	"0x1A2A800"	"39056"
"ADV\PLAYER\ADVSKWBOD1.CCS"	"file"	"13417"	"0x1A34800"	"41431"
"ADV\PLAYER\ADVSN0BOD1.CCS"	"file"	"13438"	"0x1A3F000"	"48977"
"ADV\PLAYER\ADVSSWBOD1.CCS"	"file"	"13462"	"0x1A4B000"	"43662"
"ADV\PLAYER\ADVTEWBOD1.CCS"	"file"	"13484"	"0x1A56000"	"40155"
"ADV\PLAYER\ADVTF1BOD1.CCS"	"file"	"13504"	"0x1A60000"	"24959"
"ADV\PLAYER\ADVTF2BOD1.CCS"	"file"	"13517"	"0x1A66800"	"25410"
"ADV\PLAYER\ADVTF3BOD1.CCS"	"file"	"13530"	"0x1A6D000"	"24485"
"ADV\PLAYER\ADVTF4BOD1.CCS"	"file"	"13542"	"0x1A73000"	"26979"
"ADV\PLAYER\ADVTF5BOD1.CCS"	"file"	"13556"	"0x1A7A000"	"26351"
"ADV\PLAYER\ADVTF6BOD1.CCS"	"file"	"13569"	"0x1A80800"	"22992"
"ADV\PLAYER\ADVTF7BOD1.CCS"	"file"	"13581"	"0x1A86800"	"24686"
"ADV\PLAYER\ADVTI0BOD1.CCS"	"file"	"13594"	"0x1A8D000"	"28937"
"ADV\PLAYER\ADVTN1BOD1.CCS"	"file"	"13609"	"0x1A94800"	"39562"
"ADV\PLAYER\ADVTN2BOD1.CCS"	"file"	"13629"	"0x1A9E800"	"39598"
"ADV\PLAYER\ADVTN4BOD1.CCS"	"file"	"13649"	"0x1AA8800"	"26023"
"ADV\PLAYER\ADVTN5BOD1.CCS"	"file"	"13662"	"0x1AAF000"	"26529"
"ADV\PLAYER\ADVTN6BOD1.CCS"	"file"	"13675"	"0x1AB5800"	"26433"
"ADV\PLAYER\ADVTNWBOD1.CCS"	"file"	"13688"	"0x1ABC000"	"41849"
"ADV\PLAYER\ADVTT1BOD1.CCS"	"file"	"13709"	"0x1AC6800"	"24938"
"ADV\PLAYER\ADVTT2BOD1.CCS"	"file"	"13722"	"0x1ACD000"	"25186"
"ADV\PLAYER\ADVTT3BOD1.CCS"	"file"	"13735"	"0x1AD3800"	"24396"
"ADV\PLAYER\ADVTT4BOD1.CCS"	"file"	"13747"	"0x1AD9800"	"26842"
"ADV\PLAYER\ADVTT5BOD1.CCS"	"file"	"13761"	"0x1AE0800"	"25915"
"ADV\PLAYER\ADVTT6BOD1.CCS"	"file"	"13774"	"0x1AE7000"	"22746"
"ADV\PLAYER\ADVTT7BOD1.CCS"	"file"	"13786"	"0x1AED000"	"24449"
"ADV\PLAYER\ADVTY1BOD1.CCS"	"file"	"13798"	"0x1AF3000"	"25254"
"ADV\PLAYER\ADVTY2BOD1.CCS"	"file"	"13811"	"0x1AF9800"	"25590"
"ADV\PLAYER\ADVTY3BOD1.CCS"	"file"	"13824"	"0x1B00000"	"24430"
"ADV\PLAYER\ADVTY4BOD1.CCS"	"file"	"13836"	"0x1B06000"	"27464"
"ADV\PLAYER\ADVTY5BOD1.CCS"	"file"	"13850"	"0x1B0D000"	"26834"
"ADV\PLAYER\ADVTY6BOD1.CCS"	"file"	"13864"	"0x1B14000"	"23476"
"ADV\PLAYER\ADVTY7BOD1.CCS"	"file"	"13876"	"0x1B1A000"	"25113"
"ADV\PLAYER\ADVTYWBOD1.CCS"	"file"	"13889"	"0x1B20800"	"44627"
"ADV\PLAYER\EN00_BTL.CCS"	"file"	"13911"	"0x1B2B800"	"39193"
"ADV\PLAYER\EN01_BTL.CCS"	"file"	"13931"	"0x1B35800"	"33142"
"ADV\PLAYER\EN02_BTL.CCS"	"file"	"13948"	"0x1B3E000"	"40146"
"ADV\PLAYER\EN03_BTL.CCS"	"file"	"13968"	"0x1B48000"	"43577"
"ADV\PLAYER\EN04_BTL.CCS"	"file"	"13990"	"0x1B53000"	"41947"
"ADV\PLAYER\EN05_BTL.CCS"	"file"	"14011"	"0x1B5D800"	"37138"
"ADV\PLAYER\EN06_BTL.CCS"	"file"	"14030"	"0x1B67000"	"42585"
"ADV\PLAYER\EN07_BTL.CCS"	"file"	"14051"	"0x1B71800"	"38925"
"ADV\PLAYER\EN08_BTL.CCS"	"file"	"14071"	"0x1B7B800"	"32939"
"ADV\PLAYER\EN09_BTL.CCS"	"file"	"14088"	"0x1B84000"	"40173"
"ADV\PLAYER\EN10_BTL.CCS"	"file"	"14108"	"0x1B8E000"	"43191"
"ADV\PLAYER\EN11_BTL.CCS"	"file"	"14130"	"0x1B99000"	"41463"
"ADV\PLAYER\EN12_BTL.CCS"	"file"	"14151"	"0x1BA3800"	"36655"
"ADV\PLAYER\EN13_BTL.CCS"	"file"	"14169"	"0x1BAC800"	"42163"
"ADV\PLAYER\EN14_BTL.CCS"	"file"	"14190"	"0x1BB7000"	"38907"
"ADV\PLAYER\EN15_BTL.CCS"	"file"	"14209"	"0x1BC0800"	"32681"
"ADV\PLAYER\EN16_BTL.CCS"	"file"	"14225"	"0x1BC8800"	"40080"
"ADV\PLAYER\EN17_BTL.CCS"	"file"	"14245"	"0x1BD2800"	"43053"
"ADV\PLAYER\EN18_BTL.CCS"	"file"	"14267"	"0x1BDD800"	"39292"
"ADV\PLAYER\EN19_BTL.CCS"	"file"	"14287"	"0x1BE7800"	"36411"
"ADV\PLAYER\EN20_BTL.CCS"	"file"	"14305"	"0x1BF0800"	"41921"
"ADV\PLAYER\EN21_BTL.CCS"	"file"	"14326"	"0x1BFB000"	"38881"
"ADV\PLAYER\EN22_BTL.CCS"	"file"	"14345"	"0x1C04800"	"35472"
"ADV\PLAYER\EN23_BTL.CCS"	"file"	"14363"	"0x1C0D800"	"32666"
"ADV\PLAYER\EN24_BTL.CCS"	"file"	"14379"	"0x1C15800"	"36304"
"ADV\PLAYER\EN25_BTL.CCS"	"file"	"14397"	"0x1C1E800"	"44207"
"ADV\PLAYER\EN26_BTL.CCS"	"file"	"14419"	"0x1C29800"	"38540"
"ADV\PLAYER\EN27_BTL.CCS"	"file"	"14438"	"0x1C33000"	"35177"
"ADV\PLAYER\EN28_BTL.CCS"	"file"	"14456"	"0x1C3C000"	"32366"
"ADV\PLAYER\EN29_BTL.CCS"	"file"	"14472"	"0x1C44000"	"36002"
"ADV\PLAYER\EN30_BTL.CCS"	"file"	"14490"	"0x1C4D000"	"43936"
"ADV\PLAYER\EN31_BTL.CCS"	"file"	"14512"	"0x1C58000"	"44422"
"ADV\PLAYER\EN32_BTL.CCS"	"file"	"14534"	"0x1C63000"	"42169"
"ADV\PLAYER\EN33_BTL.CCS"	"file"	"14555"	"0x1C6D800"	"39132"
"ADV\PLAYER\EN34_BTL.CCS"	"file"	"14575"	"0x1C77800"	"41646"
"ADV\PLAYER\EN35_BTL.CCS"	"file"	"14596"	"0x1C82000"	"49414"
"ADV\PLAYER\GUW_BTL.CCS"	"file"	"14621"	"0x1C8E800"	"197407"
"ADV\PLAYER\HNW_BTL.CCS"	"file"	"14718"	"0x1CBF000"	"169464"
"ADV\PLAYER\INW_BTL.CCS"	"file"	"14801"	"0x1CE8800"	"190202"
"ADV\PLAYER\JRW_BTL.CCS"	"file"	"14894"	"0x1D17000"	"392200"
"ADV\PLAYER\KKW_BTL.CCS"	"file"	"15086"	"0x1D77000"	"210949"
"ADV\PLAYER\KKW_NRM.CCS"	"file"	"15190"	"0x1DAB000"	"83986"
"ADV\PLAYER\KNW_NRM.CCS"	"file"	"15232"	"0x1DC0000"	"87090"
"ADV\PLAYER\NA1_BTL.CCS"	"file"	"15275"	"0x1DD5800"	"76237"
"ADV\PLAYER\NEW_BTL.CCS"	"file"	"15313"	"0x1DE8800"	"259730"
"ADV\PLAYER\NEW_NRM.CCS"	"file"	"15440"	"0x1E28000"	"149189"
"ADV\PLAYER\NK1_BTL.CCS"	"file"	"15513"	"0x1E4C800"	"104179"
"ADV\PLAYER\NK2_BTL.CCS"	"file"	"15564"	"0x1E66000"	"108324"
"ADV\PLAYER\NK3_BTL.CCS"	"file"	"15617"	"0x1E80800"	"128059"
"ADV\PLAYER\NK4_BTL.CCS"	"file"	"15680"	"0x1EA0000"	"118179"
"ADV\PLAYER\NRT_BTL.CCS"	"file"	"15738"	"0x1EBD000"	"298897"
"ADV\PLAYER\NRV_BTL.CCS"	"file"	"15884"	"0x1F06000"	"288844"
"ADV\PLAYER\NRW_BTL.CCS"	"file"	"16026"	"0x1F4D000"	"575606"
"ADV\PLAYER\NRW_NRM.CCS"	"file"	"16308"	"0x1FDA000"	"103550"
